"","doi","icpsr_doi","title"
"722","10.1257/aer.20141707","10.3886/E113027V1","Creative Destruction: Barriers to Urban Growth and the Great Boston Fire of 1872"
"723","10.1257/aer.20141708","10.3886/E113028V1","Estimating Group Effects Using Averages of Observables to Control for Sorting on Unobservables: School and Neighborhood Effects"
"724","10.1257/aer.20141734","10.3886/E113029V1","Gender Differences in Accepting and Receiving Requests for Tasks with Low Promotability"
"725","10.1257/aer.20141743","10.3886/E113030V1","Innovation and Production in the Global Economy"
"726","10.1257/aer.20141745","10.3886/E113031V1","Firms, Informality, and Development: Theory and Evidence from Brazil"
"727","10.1257/aer.20141751","10.3886/E113032V1","Implications of US Tax Policy for House Prices, Rents, and Homeownership"
"728","10.1257/aer.20141757","10.3886/E113033V1","The Value of Postsecondary Credentials in the Labor Market: An Experimental Study"
"729","10.1257/aer.20141781","10.3886/E113034V1","Skill Transferability, Migration, and Development: Evidence from Population Resettlement in Indonesia"
"730","10.1257/aer.20150020","10.3886/E113035V1","The Agricultural Origins of Time Preference"
"731","10.1257/aer.20150063","10.3886/E113036V1","The Power of Forward Guidance Revisited"
"732","10.1257/aer.20150102","10.3886/E113037V1","How Much Energy Do Building Energy Codes Save? Evidence from California Houses"
"733","10.1257/aer.20150143","10.3886/E113038V1","Investment Banks as Corporate Monitors in the Early Twentieth Century United States"
"734","10.1257/aer.20150154","10.3886/E113039V1","Partner Choice, Investment in Children, and the Marital College Premium"
"735","10.1257/aer.20150208","10.3886/E113040V1","Measuring Discounting without Measuring Utility"
"736","10.1257/aer.20150233","10.3886/E113041V1","The Fundamental Surplus"
"737","10.1257/aer.20150243","10.3886/E113042V1","Culture, Ethnicity, and Diversity"
"738","10.1257/aer.20150248","10.3886/E113043V1","Inflation Dynamics during the Financial Crisis"
"739","10.1257/aer.20150313","10.3886/E113044V1","Corruption, Trade Costs, and Gains from Tariff Liberalization: Evidence from Southern Africa"
"740","10.1257/aer.20150314","10.3886/E113045V1","Misallocation and the Distribution of Global Volatility"
"741","10.1257/aer.20150320","10.3886/E113046V1","New Evidence on the Aftermath of Financial Crises in Advanced Countries"
"742","10.1257/aer.20150338","10.3886/E113047V1","Creative Destruction and Subjective Well-Being"
"743","10.1257/aer.20150343","10.3886/E113048V1","Politician Family Networks and Electoral Outcomes: Evidence from the Philippines"
"744","10.1257/aer.20150355","10.3886/E113049V1","Clicking on Heaven's Door: The Effect of Immigrant Legalization on Crime"
"745","10.1257/aer.20150361","10.3886/E113050V1","Firm Sorting and Agglomeration"
"746","10.1257/aer.20150474","10.3886/E113051V1","Technological Innovations, Downside Risk, and the Modernization of Agriculture"
"747","10.1257/aer.20150479","10.3886/E113052V1","Charters without Lotteries: Testing Takeovers in New Orleans and Boston"
"748","10.1257/aer.20150484","10.3886/E113053V1","Can Tracking Raise the Test Scores of High-Ability Minority Students?"
"749","10.1257/aer.20150487","10.3886/E113054V1","Asymmetric Information and Imperfect Competition in Lending Markets"
"750","10.1257/aer.20150501","10.3886/E113055V1","No Price Like Home: Global House Prices, 1870-2012"
"751","10.1257/aer.20150503","10.3886/E113056V1","Reducing Crime and Violence: Experimental Evidence from Cognitive Behavioral Therapy in Liberia"
"752",NA,"10.3886/E113057V1",NA
"753","10.1257/aer.20150528","10.3886/E113058V1","Does Extending Unemployment Benefits Improve Job Quality?"
"754","10.1257/aer.20150540","10.3886/E113059V1","A Structural Model of the Retail Market for Illicit Drugs"
"755","10.1257/aer.20150566","10.3886/E113060V1","Estimating Dynamic Games of Electoral Competition to Evaluate Term Limits in US Gubernatorial Elections"
"756","10.1257/aer.20150572","10.3886/E113061V1","The Effects of Exposure to Better Neighborhoods on Children: New Evidence from the Moving to Opportunity Experiment"
"757","10.1257/aer.20150585","10.3886/E113062V1","Long-Run Risk Is the Worst-Case Scenario"
"758","10.1257/aer.20150592","10.3886/E113063V1","Hayek, Local Information, and Commanding Heights: Decentralizing State-Owned Enterprises in China"
"759","10.1257/aer.20150626","10.3886/E113064V1","The Berlin Stock Exchange in Imperial Germany: A Market for New Technology?"
"760","10.1257/aer.20150630","10.3886/E113065V1","Inspecting the Mechanism: Leverage and the Great Recession in the Eurozone"
"761","10.1257/aer.20150681","10.3886/E113066V1","Real Effects of Information Frictions: When the States and the Kingdom Became United"
"762","10.1257/aer.20150742","10.3886/E113067V1","Speed, Accuracy, and the Optimal Timing of Choices"
"763","10.1257/aer.20150774","10.3886/E113068V1","This Mine Is Mine! How Minerals Fuel Conflicts in Africa"
"764","10.1257/aer.20150781","10.3886/E113069V1","Using a Free Permit Rule to Forecast the Marginal Abatement Cost of Proposed Climate Policy"
"765","10.1257/aer.20150808","10.3886/E113070V1","Financing Innovation: Evidence from R&amp;D Grants"
"766","10.1257/aer.20150811","10.3886/E113071V1","Trade, Migration, and Productivity: A Quantitative Analysis of China"
"767","10.1257/aer.20150891","10.3886/E113072V1","The Cyclicality of Sales, Regular, and Effective Prices: Business Cycle and Policy Implications: Comment"
"768","10.1257/aer.20150897","10.3886/E113073V1","Are There Environmental Benefits from Driving Electric Vehicles? The Importance of Local Factors"
"769","10.1257/aer.20150912","10.3886/E113074V1","Medical Care Spending and Labor Market Outcomes: Evidence from Workers' Compensation Reforms"
"770","10.1257/aer.20150956","10.3886/E113075V1","Nonparametric Counterfactual Predictions in Neoclassical Models of International Trade"
"771","10.1257/aer.20150986","10.3886/E113076V1","Steering the Climate System: Using Inertia to Lower the Cost of Policy"
"772","10.1257/aer.20150988","10.3886/E113077V1","The Impact of Family Income on Child Achievement: Evidence from the Earned Income Tax Credit: Comment"
"773","10.1257/aer.20150993","10.3886/E113078V1","Backward Induction in the Wild? Evidence from Sequential Voting in the US Senate"
"774","10.1257/aer.20151045","10.3886/E113079V1","Real Exchange Rates and Sectoral Productivity in the Eurozone"
"775","10.1257/aer.20151047","10.3886/E113080V1","Legal Origins and Female HIV"
"776","10.1257/aer.20151052","10.3886/E113081V1","Regional Redistribution through the US Mortgage Market"
"777","10.1257/aer.20151057","10.3886/E113082V1","Incentivizing Better Quality of Care: The Role of Medicaid and Competition in the Nursing Home Industry"
"778","10.1257/aer.20151080","10.3886/E113083V1","Health Care Exceptionalism? Performance and Allocation in the US Health Care Sector"
"779","10.1257/aer.20151086","10.3886/E113084V1","Microeconomic Origins of Macroeconomic Tail Risks"
"780","10.1257/aer.20151093","10.3886/E113085V1","Taxing Top CEO Incomes"
"781","10.1257/aer.20151129","10.3886/E113086V1","Does Welfare Inhibit Success? The Long-Term Effects of Removing Low-Income Youth from the Disability Rolls"
"782","10.1257/aer.20151138","10.3886/E113087V1","Quality and Accountability in Health Care Delivery: Audit-Study Evidence from Primary Care in India"
"783","10.1257/aer.20151182","10.3886/E113088V1","Quality Overprovision in Cable Television Markets"
"784","10.1257/aer.20151184","10.3886/E113089V1","Team-Specific Capital and Innovation"
"785","10.1257/aer.20151193","10.3886/E113090V1","Virtual Classrooms: How Online College Courses Affect Student Success"
"786","10.1257/aer.20151211","10.3886/E113091V1","Does the Gender Composition of Scientific Committees Matter?"
"787","10.1257/aer.20151260","10.3886/E113092V1","Resurrecting the Role of the Product Market Wedge in Recessions"
"788","10.1257/aer.20151272","10.3886/E113093V1","Why Is Pollution from US Manufacturing Declining? The Roles of Environmental Regulation, Productivity, and Trade"
"789","10.1257/aer.20151282","10.3886/E113094V1","Why Are Indian Children So Short? The Role of Birth Order and Son Preference"
"790","10.1257/aer.20151299","10.3886/E113095V1","How Do Firms Form Their Expectations? New Survey Evidence"
"791","10.1257/aer.20151317","10.3886/E113096V1","Large Firm Dynamics and the Business Cycle"
"792","10.1257/aer.20151318","10.3886/E113097V1","Choice Inconsistencies among the Elderly: Evidence from Plan Choice in the Medicare Part D Program: Reply"
"793","10.1257/aer.20151326","10.3886/E113098V1","Geographic Dispersion of Economic Shocks: Evidence from the Fracking Revolution"
"794","10.1257/aer.20151362","10.3886/E113099V1","Do Larger Health Insurance Subsidies Benefit Patients or Producers? Evidence from Medicare Advantage"
"795","10.1257/aer.20151398","10.3886/E113100V1","How Do Patents Affect Follow-On Innovation? Evidence from the Human Genome"
"796","10.1257/aer.20151404","10.3886/E113101V1","Identifying and Spurring High-Growth Entrepreneurship: Experimental Evidence from a Business Plan Competition"
"797","10.1257/aer.20151413","10.3886/E113102V1","Household Consumption When the Marriage Is Stable"
"798","10.1257/aer.20151422","10.3886/E113103V1","Beyond Truth-Telling: Preference Estimation with Centralized School Choice and College Admissions"
"799","10.1257/aer.20151425","10.3886/E113104V1","The Welfare Effects of Coordinated Assignment: Evidence from the New York City High School Match"
"800","10.1257/aer.20151485","10.3886/E113105V1","Advertising and Risk Selection in Health Insurance Markets"
"801","10.1257/aer.20151510","10.3886/E113106V1","Bad Investments and Missed Opportunities? Postwar Capital Flows to Asia and Latin America"
"802","10.1257/aer.20151551","10.3886/E113107V1","The Distributional Consequences of Large Devaluations"
"803","10.1257/aer.20151569","10.3886/E113108V1","Structural Interpretation of Vector Autoregressions with Incomplete Identification: Revisiting the Role of Oil Supply and Demand Shocks"
"804","10.1257/aer.20151604","10.3886/E113109V1","Housing Booms and Busts, Labor Market Opportunities, and College Attendance"
"805","10.1257/aer.20151606","10.3886/E113110V1","Option-Based Credit Spreads"
"806","10.1257/aer.20151667","10.3886/E113111V1","The Costs of Sovereign Default: Evidence from Argentina"
"807","10.1257/aer.20151684","10.3886/E113112V1","Wealth Distribution and Social Mobility in the US: A Quantitative Approach"
"808","10.1257/aer.20151720","10.3886/E113113V1","How Do Hours Worked Vary with Income? Cross-Country Evidence and Implications"
"809","10.1257/aer.20151730","10.3886/E113114V1","Temporary Protection and Technology Adoption: Evidence from the Napoleonic Blockade"
"810","10.1257/aer.20160034","10.3886/E113115V1","Some Causal Effects of an Industrial Policy"
"811","10.1257/aer.20160055","10.3886/E113116V1","Multi-category Competition and Market Power: A Model of Supermarket Pricing"
"812","10.1257/aer.20160080","10.3886/E113117V1","Gender Quotas and the Crisis of the Mediocre Man: Theory and Evidence from Sweden"
"813","10.1257/aer.20160091","10.3886/E113118V1","The Micro Origins of International Business-Cycle Comovement"
"814","10.1257/aer.20160131","10.3886/E113119V1","The Market for Used Capital: Endogenous Irreversibility and Reallocation over the Business Cycle"
"815","10.1257/aer.20160137","10.3886/E113120V1","Monetary Policy and the Redistribution Channel"
"816","10.1257/aer.20160144","10.3886/E113121V1","The Economic Effects of the Abolition of Serfdom: Evidence from the Russian Empire"
"817","10.1257/aer.20160186","10.3886/E113122V1","Escaping the Great Recession"
"818","10.1257/aer.20160232","10.3886/E113123V1","Fairness and Frictions: The Impact of Unequal Raises on Quit Behavior"
"819","10.1257/aer.20160251","10.3886/E113124V1","Income-Induced Expenditure Switching"
"820","10.1257/aer.20160284","10.3886/E113125V1","University Innovation and the Professor's Privilege"
"821","10.1257/aer.20160346","10.3886/E113126V1","Drilling Like There's No Tomorrow: Bankruptcy, Insurance, and Environmental Risk"
"822","10.1257/aer.20160409","10.3886/E113127V1","Does Incomplete Spanning in International Financial Markets Help to Explain Exchange Rates?"
"823","10.1257/aer.20160425","10.3886/E113128V1","Obviously Strategy-Proof Mechanisms"
"824","10.1257/aer.20160522","10.3886/E113129V1","A Model of Trading in the Art Market"
"825","10.1257/aer.20160524","10.3886/E113130V1","Will a Five-Minute Discussion Change Your Mind? A Countrywide Experiment on Voter Choice in France"
"826","10.1257/aer.20160542","10.3886/E113131V1","Are Online and Offline Prices Similar? Evidence from Large Multi-channel Retailers"
"827","10.1257/aer.20160547","10.3886/E113132V1","News Shocks and the Slope of the Term Structure of Interest Rates: Comment"
"828","10.1257/aer.20160575","10.3886/E113133V1","The Persistence of Local Joblessness"
"829","10.1257/aer.20160576","10.3886/E113134V1","Walk on the Wild Side: Temporarily Unstable Paths and Multiplicative Sunspots"
"830","10.1257/aer.20160600","10.3886/E113135V1","The Taxing Deed of Globalization"
"831","10.1257/aer.20160613","10.3886/E113136V1","Equal but Inequitable: Who Benefits from Gender-Neutral Tenure Clock Stopping Policies?"
"832","10.1257/aer.20160675","10.3886/E113137V1","Bid Shading and Bidder Surplus in the US Treasury Auction System"
"833","10.1257/aer.20160696","10.3886/E113138V1","The Race between Man and Machine: Implications of Technology for Growth, Factor Shares, and Employment"
"834","10.1257/aer.20160698","10.3886/E113139V1","On the Timing and Pricing of Dividends: Reply"
"835","10.1257/aer.20160763","10.3886/E113140V1","The Long-Run Effects of Disruptive Peers"
"836","10.1257/aer.20160788","10.3886/E113141V1","Team Incentives and Performance: Evidence from a Retail Chain"
"837","10.1257/aer.20160789","10.3886/E113142V1","Violence and Risk Preference: Experimental Evidence from Afghanistan: Comment"
"838","10.1257/aer.20160812","10.3886/E113143V1","Bias in Cable News: Persuasion and Polarization"
"839","10.1257/aer.20160816","10.3886/E113144V1","The Optimal Timing of Unemployment Benefits: Theory and Evidence from Sweden"
"840","10.1257/aer.20160848","10.3886/E113145V1","Mismatch of Talent: Evidence on Match Quality, Entry Wages, and Job Mobility"
"841","10.1257/aer.20160863","10.3886/E113146V1","Trucks without Bailouts: Equilibrium Product Characteristics for Commercial Vehicles"
"842","10.1257/aer.20160921","10.3886/E113147V1","Government Old-Age Support and Labor Supply: Evidence from the Old Age Assistance Program"
"843","10.1257/aer.20161014","10.3886/E113148V1","Health Care Access, Costs, and Treatment Dynamics: Evidence from <em>In Vitro</em> Fertilization"
"844","10.1257/aer.20161048","10.3886/E113149V1","Corporate Finance and Monetary Policy"
"845","10.1257/aer.20161080","10.3886/E113150V1","Absolute Poverty: When Necessity Displaces Desire"
"846","10.1257/aer.20161151","10.3886/E113151V1","From Final Goods to Inputs: The Protectionist Effect of Rules of Origin"
"847","10.1257/aer.20161226","10.3886/E113152V1","Does Helping John Help Sue? Evidence of Spillovers in Education"
"848","10.1257/aer.20161329","10.3886/E113153V1","The Impact of Family Income on Child Achievement: Evidence from the Earned Income Tax Credit: Reply"
"849","10.1257/aer.20161343","10.3886/E113154V1","Subsidies and Time Discounting in New Technology Adoption: Evidence from Solar Photovoltaic Systems"
"850","10.1257/aer.20161352","10.3886/E113155V1","Moved to Opportunity: The Long-Run Effects of Public Housing Demolition on Children"
"851","10.1257/aer.20161385","10.3886/E113156V1","The Arrival of Fast Internet and Employment in Africa"
"852","10.1257/aer.20161413","10.3886/E113157V1","Why Did the Democrats Lose the South? Bringing New Data to an Old Debate"
"853","10.1257/aer.20161420","10.3886/E113158V1","Aggregate Recruiting Intensity"
"854","10.1257/aer.20161434","10.3886/E113159V1","Tourism and Economic Development: Evidence from Mexico's Coastline"
"855","10.1257/aer.20161488","10.3886/E113160V1","Optimal Regulation of Financial Intermediaries"
"856","10.1257/aer.20161495","10.3886/E113161V1","The ""Pupil"" Factory: Specialization and the Production of Human Capital in Schools"
"857","10.1257/aer.20161500","10.3886/E113162V1","Valuing Alternative Work Arrangements"
"858","10.1257/aer.20161503","10.3886/E113163V1","The Effects of Pretrial Detention on Conviction, Future Crime, and Employment: Evidence from Randomly Assigned Judges"
"859","10.1257/aer.20161534","10.3886/E113164V1","Disentangling the Effects of a Banking Crisis: Evidence from German Firms and Counties"
"860","10.1257/aer.20161553","10.3886/E113165V1","Lying Aversion and the Size of the Lie"
"861","10.1257/aer.20161570","10.3886/E113166V1","Do Recessions Accelerate Routine-Biased Technological Change? Evidence from Vacancy Postings"
"862","10.1257/aer.20161605","10.3886/E113167V1","Family Ruptures, Stress, and the Mental Health of the Next Generation: Reply"
"863","10.1257/aer.20161852","10.3886/E113168V1","Narrative Sign Restrictions for SVARs"
"864","10.1257/aer.20161923","10.3886/E113169V1","Vulnerable Growth"
"865","10.1257/aer.20161946","10.3886/E113170V1","News Shocks and the Slope of the Term Structure of Interest Rates: Reply"
"866","10.1257/aer.20161965","10.3886/E113171V1","Market Integration, Demand, and the Growth of Firms: Evidence from a Natural Experiment in India"
"867","10.1257/aer.20162015","10.3886/E113172V1","Intergenerational Mobility and Preferences for Redistribution"
"868","10.1257/aer.20170007","10.3886/E113173V1","Beliefs about Gender"
"869","10.1257/aer.20170029","10.3886/E113174V1","'Acting Wife': Marriage Market Incentives and Labor Market Investments"
"870","10.1257/aer.20170092","10.3886/E113175V1","Strategic Patient Discharge: The Case of Long-Term Care Hospitals"
"871","10.1257/aer.20170116","10.3886/E113176V1","Learning to Coordinate: A Study in Retail Gasoline"
"872","10.1257/aer.20170133","10.3886/E113177V1","The Nexus of Monetary Policy and Shadow Banking in China"
"873","10.1257/aer.20170237","10.3886/E113178V1","Recovery from the Great Depression: The Farm Channel in Spring 1933"
"874","10.1257/aer.20170279","10.3886/E113179V1","Religion, Division of Labor, and Conflict: Anti-semitism in Germany over 600 Years"
"875","10.1257/aer.20170404","10.3886/E113180V1","Enfranchising Your Own? Experimental Evidence on Bureaucrat Diversity and Election Bias in India"
"876","10.1257/aer.20170413","10.3886/E113181V1","Testing Efficient Risk Sharing with Heterogeneous Risk Preferences: Comment"
"877","10.1257/aer.20170416","10.3886/E113182V1","The Logic of Insurgent Electoral Violence"
"878","10.1257/aer.20170491","10.3886/E113183V1","What Drives Differences in Management Practices?"
"879","10.1257/aer.20170619","10.3886/E113184V1","The Long-Term Effects of Management and Technology Transfers"
"880","10.1257/aer.20170627","10.3886/E113185V1","An Economic Analysis of Privacy Protection and Statistical Accuracy as Social Choices"
"881","10.1257/aer.20170748","10.3886/E113186V1","Escaping Malthus: Economic Growth and Fertility Change in the Developing World"
"882","10.1257/aer.20170765","10.3886/E113187V1","Immigration Restrictions as Active Labor Market Policy: Evidence from the Mexican Bracero Exclusion"
"883","10.1257/aer.20170792","10.3886/E113188V1","News or Noise? The Missing Link"
"884","10.1257/aer.20170947","10.3886/E113189V1","Media Bias in China"
"885","10.1257/aer.20171019","10.3886/E113190V1","Elite Colleges and Upward Mobility to Top Jobs and Top Incomes"
"886","10.1257/aer.20171066","10.3886/E113191V1","Optimal Trend Inflation"
"887","10.1257/aer.20171112","10.3886/E113192V1","Disrupting Education? Experimental Evidence on Technology-Aided Instruction in India"
"888","10.1257/aer.20171218","10.3886/E113193V1","Consumer Price Search and Platform Design in Internet Commerce"
"889","10.1257/aer.20171288","10.3886/E113194V1","Equilibrium Provider Networks: Bargaining and Exclusion in Health Care Markets"
"890","10.1257/aer.20171330","10.3886/E113195V1","Measuring and Bounding Experimenter Demand"
"891","10.1257/aer.20171338","10.3886/E113196V1","The Cyclicality of Sales, Regular and Effective Prices: Business Cycle and Policy Implications: Reply"
"892","10.1257/aer.20171339","10.3886/E113197V1","The Costs of Patronage: Evidence from the British Empire"
"893","10.1257/aer.20171438","10.3886/E113198V1","(Mis)Allocation, Market Power, and Global Oil Extraction"
"894","10.1257/aer.20171455","10.3886/E113199V1","Subsidizing Health Insurance for Low-Income Adults: Evidence from Massachusetts"
"895","10.1257/aer.20171526","10.3886/E113200V1","Time versus State in Insurance: Experimental Evidence from Contract Farming in Kenya"
"896","10.1257/aer.20171735","10.3886/E113201V1","The Social Value of Financial Expertise"
"897","10.1257/aer.20171787","10.3886/E113202V1","The Human Capital Stock: A Generalized Approach: Comment"
"898","10.1257/aer.20171937","10.3886/E113203V1","Payroll Taxes, Firm Behavior, and Rent Sharing: Evidence from a Young Workers' Tax Cut in Sweden"
"899","10.1257/aer.20172020","10.3886/E113204V1","When Britain Turned Inward: The Impact of Interwar British Protection"
"900","10.1257/aer.20172043","10.3886/E113205V1","Tax Evasion and Inequality"
"901","10.1257/aer.20180019","10.3886/E113206V1","The Quanto Theory of Exchange Rates"
"902","10.1257/aer.20180041","10.3886/E113207V1","Testing Efficient Risk Sharing with Heterogeneous Risk Preferences: Reply"
"903","10.1257/aer.20180044","10.3886/E113208V1","Familiarity Does Not Breed Contempt: Generosity, Discrimination, and Diversity in Delhi Schools"
"904","10.1257/aer.20180281","10.3886/E113209V1","Demand and Supply of Infrequent Payments as a Commitment Device: Evidence from Kenya"
"905","10.1257/aer.20180325","10.3886/E113210V1","Targeting with In-Kind Transfers: Evidence from Medicaid Home Care"
"906","10.1257/aer.89.3.379","10.3886/E113211V1","Does Trade Cause Growth?"
"907","10.1257/aer.90.3.429","10.3886/E113212V1","Federal Reserve Information and the Behavior of Interest Rates"
"908","10.1257/aer.96.5.1906","10.3886/E113213V1","Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments: Comment"
"909","10.1257/aer.96.5.1912","10.3886/E113214V1","Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments: Comment"
"910","10.1257/aer.97.1.517","10.3886/E113215V1","Minimax Play at Wimbledon: Comment"
"911","10.1257/aer.97.2.177","10.3886/E113216V1","Adding a Stick to the Carrot? The Interaction of Bonuses and Fines"
"912","10.1257/aer.97.3.828","10.3886/E113217V1","Efficient Kidney Exchange: Coincidence of Wants in Markets with Compatibility-Based Preferences"
"913","10.1257/aer.97.5.1533","10.3886/E113218V1","Life-Cycle Prices and Production"
"914","10.1257/aer.97.5.1560","10.3886/E113219V1","Theft, Gift-Giving, and Trustworthiness: Honesty Is Its Own Reward in Rural Paraguay"
"915","10.1257/aer.97.5.1583","10.3886/E113220V1","Child Protection and Child Outcomes: Measuring the Effects of Foster Care"
"916","10.1257/aer.97.5.1639","10.3886/E113221V1","Establishment Size Dynamics in the Aggregate Economy"
"917","10.1257/aer.97.5.1667","10.3886/E113222V1","Demographics and Industry Returns"
"918","10.1257/aer.97.5.1731","10.3886/E113223V1","Fatal Attraction: Salience, Naïveté, and Sophistication in Experimental ""Hide-and-Seek"" Games"
"919","10.1257/aer.97.5.1774","10.3886/E113224V1","Does Price Matter in Charitable Giving? Evidence from a Large-Scale Natural Field Experiment"
"920","10.1257/aer.97.5.2005","10.3886/E113225V1","Do We Really Know That the WTO Increases Trade? Comment"
"921","10.1257/aer.97.5.2026","10.3886/E113226V1","Does Competition Among Public Schools Benefit Students and Taxpayers? Comment"
"922","10.1257/aer.97.5.2038","10.3886/E113227V1","Does Competition Among Public Schools Benefit Students and Taxpayers? Reply"
"923","10.1257/aer.98.1.237","10.3886/E113228V1","Vertical Arrangements, Market Structure, and Competition: An Analysis of Restructured US Electricity Markets"
"924","10.1257/aer.98.1.294","10.3886/E113229V1","Betrayal Aversion: Evidence from Brazil, China, Oman, Switzerland, Turkey, and the United States"
"925","10.1257/aer.98.1.311","10.3886/E113230V1","Female Socialization: How Daughters Affect Their Legislator Fathers"
"926","10.1257/aer.98.1.358","10.3886/E113231V1","An Equilibrium Model of ""Global Imbalances"" and Low Interest Rates"
"927","10.1257/aer.98.1.38","10.3886/E113232V1","Deal or No Deal? Decision Making under Risk in a Large-Payoff Game Show"
"928","10.1257/aer.98.1.426","10.3886/E113233V1","On the Evolution of Firm Size Distributions"
"929","10.1257/aer.98.1.439","10.3886/E113234V1","Growth Dynamics: The Myth of Economic Recovery"
"930","10.1257/aer.98.1.458","10.3886/E113235V1","Gambling at Lucky Stores: Empirical Evidence from State Lottery Sales"
"931","10.1257/aer.98.1.474","10.3886/E113236V1","A Model of Housing in the Presence of Adjustment Costs: A Structural Interpretation of Habit Persistence"
"932","10.1257/aer.98.1.519","10.3886/E113237V1","The Dynamic Behavior of the Real Exchange Rate in Sticky Price Models"
"933","10.1257/aer.98.2.230","10.3886/E113238V1","The FOMC versus the Staff: Where Can Monetary Policymakers Add Value?"
"934","10.1257/aer.98.3.1009","10.3886/E113239V1","Historical Property Rights, Sociality, and the Emergence of Impersonal Exchange in Long-Distance Trade"
"935","10.1257/aer.98.3.1040","10.3886/E113240V1","Credit Elasticities in Less-Developed Economies: Implications for Microfinance"
"936","10.1257/aer.98.3.1069","10.3886/E113241V1","Reference-Dependent Preferences and Labor Supply: The Case of New York City Taxi Drivers"
"937","10.1257/aer.98.3.1083","10.3886/E113242V1","The Interaction of Public and Private Insurance: Medicaid and the Long-Term Care Insurance Market"
"938","10.1257/aer.98.3.1103","10.3886/E113243V1","Estimates of the Impact of Crime Risk on Property Values from Megan's Laws"
"939","10.1257/aer.98.3.1163","10.3886/E113244V1","Monetary Policy, Judgment, and Near-Rational Exuberance"
"940","10.1257/aer.98.3.604","10.3886/E113245V1","The Time-Varying Volatility of Macroeconomic Fluctuations"
"941","10.1257/aer.98.3.642","10.3886/E113246V1","The Difference That CEOs Make: An Assignment Model Approach"
"942","10.1257/aer.98.3.669","10.3886/E113247V1","What's the Matter with Tie-Breaking? Improving Efficiency in School Choice"
"943","10.1257/aer.98.3.690","10.3886/E113248V1","Default Risk and Income Fluctuations in Emerging Economies"
"944","10.1257/aer.98.3.737","10.3886/E113249V1","Temporary Investment Tax Incentives: Theory with Evidence from Bonus Depreciation"
"945","10.1257/aer.98.3.769","10.3886/E113250V1","How the Electoral College Influences Campaigns and Policy: The Probability of Being Florida"
"946","10.1257/aer.98.3.808","10.3886/E113251V1","Income and Democracy"
"947","10.1257/aer.98.3.843","10.3886/E113252V1","Do People Vote with Their Feet? An Empirical Test of Tiebout"
"948","10.1257/aer.98.3.924","10.3886/E113253V1","Thar She Blows: Can Bubbles Be Rekindled with Experienced Subjects?"
"949","10.1257/aer.98.3.938","10.3886/E113254V1","Stationary Concepts for Experimental 2x2-Games"
"950","10.1257/aer.98.4.1370","10.3886/E113255V1","Does Innovation Cause Stock Market Runups? Evidence from the Great Crash"
"951","10.1257/aer.98.4.1397","10.3886/E113256V1","The Unequal Effects of Liberalization: Evidence from Dismantling the License Raj in India"
"952","10.1257/aer.98.4.1476","10.3886/E113257V1","Great Expectations and the End of the Depression"
"953","10.1257/aer.98.4.1517","10.3886/E113258V1","Explaining Changes in Female Labor Supply in a Life-Cycle Model"
"954","10.1257/aer.98.4.1553","10.3886/E113259V1","Giffen Behavior and Subsistence Consumption"
"955","10.1257/aer.98.4.1578","10.3886/E113260V1","Restructuring Research: Communication Costs and the Democratization of University Innovation"
"956","10.1257/aer.98.4.1591","10.3886/E113261V1","The Cycle of Violence? An Empirical Analysis of Fatalities in the Palestinian-Israeli Conflict"
"957","10.1257/aer.98.4.1605","10.3886/E113262V1","The Relationship between Economic Status and Child Health: Evidence from the United States"
"958","10.1257/aer.98.4.1653","10.3886/E113263V1","The Limited Influence of Unemployment on the Wage Bargain"
"959","10.1257/aer.98.4.1675","10.3886/E113264V1","Trade Policy and Loss Aversion"
"960","10.1257/aer.98.4.1692","10.3886/E113265V1","The Cyclical Behavior of Equilibrium Unemployment and Vacancies Revisited"
"961","10.1257/aer.98.5.1737","10.3886/E113266V1","Land and Power: Theory and Evidence from Chile"
"962","10.1257/aer.98.5.1766","10.3886/E113267V1","The Costs of Remoteness: Evidence from German Division and Reunification"
"963","10.1257/aer.98.5.1829","10.3886/E113268V1","The Demand for, and Impact of, Learning HIV Status"
"964","10.1257/aer.98.5.1864","10.3886/E113269V1","Does Job Corps Work? Impact Findings from the National Job Corps Study"
"965","10.1257/aer.98.5.1887","10.3886/E113270V1","Consumption Inequality and Partial Insurance"
"966","10.1257/aer.98.5.1943","10.3886/E113271V1","Zombie Lending and Depressed Restructuring in Japan"
"967","10.1257/aer.98.5.1998","10.3886/E113272V1","Pricing-to-Market, Trade Costs, and International Relative Prices"
"968","10.1257/aer.98.5.2032","10.3886/E113273V1","Optimal Tariffs and Market Power: The Evidence"
"969","10.1257/aer.98.5.2101","10.3886/E113274V1","Trend Inflation, Indexation, and Inflation Persistence in the New Keynesian Phillips Curve"
"970","10.1257/aer.98.5.2163","10.3886/E113275V1","The Effect of Credit Constraints on the College Drop-Out Decision: A Direct Approach Using a New Panel Study"
"971","10.1257/aer.98.5.2203","10.3886/E113276V1","How Do Budget Deficits and Economic Growth Affect Reelection Prospects? Evidence from a Large Panel of Countries"
"972","10.1257/aer.98.5.2221","10.3886/E113277V1","Changes in the Consumption, Income, and Well-Being of Single Mother Headed Families"
